,gbif_id,taxon_name,decimal_latitude,decimal_longitude,occurrence,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,233877065,Pudu puda,-42.08546,-71.69263000000001,1,1.3185482,116.0,16.0,934.51,56.33,0.2,11.55,180.3,33336.0,15865.5,59.0,63.0,5.0,23.78,139.94,4910.43,139.94,22.62,116.0,484.0,50.0,0.14134757,77.0,130.0,24.0,1167.0,182.0,35.0,54.0,528.0,134.0,134.0,503.0,120.0,52.0,4125.0,209.0,-20.0,229.0,30.0,130.0
1,233876947,Pudu puda,-40.55005,-71.79798000000001,1,4.8152223,116.0,16.0,921.17,51.64,0.39,10.9,241.33,32616.0,18708.0,56.0,60.0,4.0,24.0,137.69,4740.8,137.69,24.0,116.0,484.0,50.0,0.028272705,75.0,126.0,27.0,1508.0,268.0,46.0,51.0,654.0,175.0,175.0,654.0,115.0,52.0,3861.0,206.0,-15.0,221.0,27.0,126.0
2,699208203,Pudu puda,-41.513740000000006,-71.5258,1,0.45092976,116.0,16.0,949.83,53.97,0.23,11.8,186.88,34236.0,19812.0,58.0,66.0,5.0,24.15,142.98,4992.7,142.98,24.15,119.0,484.0,50.0,0.02239342,79.0,134.0,25.0,1227.0,199.0,35.0,52.0,530.0,139.0,139.0,530.0,120.0,51.0,4208.0,214.0,-18.0,232.0,25.0,134.0
3,233876982,Pudu puda,-40.89553,-71.53456,1,4.24474,116.0,16.0,952.24,46.47,0.22,11.65,187.89,36630.0,24718.5,63.0,74.0,5.0,25.01,143.09,4923.34,143.09,36.39,137.0,484.0,50.0,0.065448724,85.0,138.0,33.0,1220.0,242.0,38.0,60.0,590.0,148.0,148.0,527.0,115.0,50.0,4089.0,218.0,-11.0,229.0,37.0,138.0
4,1229928972,Pudu puda,-42.792685,-74.079243,1,1.0952934,122.0,19.0,625.18,11.26,0.69,6.25,614.38,42462.0,42462.0,91.0,102.0,6.0,20.37,87.16,2846.25,76.66,18.93,209.5,205.0,43.0,0.010371163,98.0,127.0,71.0,1987.0,290.0,82.0,46.0,826.0,267.0,269.0,798.0,52.0,45.0,2217.0,162.0,48.0,114.0,76.0,126.0
5,699208208,Pudu puda,-40.74235,-71.88188000000001,1,0.99848264,116.0,16.0,865.34,50.51,0.41,10.7,242.34,26712.0,13198.5,42.0,46.0,3.0,22.18,129.89,4488.64,129.89,22.18,78.0,484.0,50.0,0.023290573,62.0,111.0,14.0,1473.0,263.0,42.0,52.0,642.0,172.0,172.0,642.0,113.0,52.0,3781.0,190.0,-26.0,216.0,14.0,111.0
6,1831180280,Pudu puda,-42.7921,-73.918291,1,5.4436646,122.0,19.0,643.72,10.05,0.68,6.45,604.93,45180.0,45180.0,96.0,109.0,6.0,20.97,79.03,2919.04,79.03,19.48,227.5,205.0,43.0,0.005972006,104.0,134.0,76.0,1995.0,293.0,83.0,46.0,830.0,269.0,269.0,800.0,53.0,45.0,2284.0,169.0,53.0,116.0,82.0,134.0
7,699208218,Pudu puda,-42.11704,-71.72447,1,1.3185482,116.0,16.0,934.51,56.33,0.2,11.55,180.3,33336.0,15865.5,59.0,63.0,5.0,23.78,139.94,4910.43,139.94,22.62,116.0,484.0,50.0,0.14134757,77.0,130.0,24.0,1167.0,182.0,35.0,54.0,528.0,134.0,134.0,503.0,120.0,52.0,4125.0,209.0,-20.0,229.0,30.0,130.0
8,233876935,Pudu puda,-40.62385,-71.73335,1,6.2425513,116.0,16.0,943.02,52.48,0.36,11.2,233.12,35316.0,20004.0,61.0,68.0,5.0,24.67,141.2,4856.03,141.2,36.23,132.0,484.0,50.0,0.008743203,81.0,133.0,32.0,1473.0,267.0,46.0,51.0,635.0,175.0,175.0,633.0,115.0,51.0,3946.0,213.0,-10.0,223.0,36.0,133.0
9,382111404,Pudu puda,-40.90139,-71.53737,1,4.24474,116.0,16.0,952.24,46.47,0.22,11.65,187.89,36630.0,24718.5,63.0,74.0,5.0,25.01,143.09,4923.34,143.09,36.39,137.0,484.0,50.0,0.065448724,85.0,138.0,33.0,1220.0,242.0,38.0,60.0,590.0,148.0,148.0,527.0,115.0,50.0,4089.0,218.0,-11.0,229.0,37.0,138.0
