,gbif_id,taxon_name,decimal_latitude,decimal_longitude,occurrence,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,1990545149,Rucervus duvaucelii,26.733334999999997,93.394265,1,5.828243,128.0,21.0,1431.55,62.27,0.39,12.0,361.03,104868.0,104868.0,236.0,254.0,12.0,87.56,87.56,2607.34,140.77,144.05,583.0,191.0,49.0,0.00075507886,243.0,287.0,180.0,2362.0,439.0,11.0,82.0,1226.0,59.0,1215.0,59.0,100.0,45.0,4224.0,326.0,104.0,222.0,280.0,180.0
1,1990480108,Rucervus duvaucelii,29.787265,78.228712,1,4.390484,157.0,13.0,1602.7,76.08,-0.24,18.15,129.54,102726.0,102726.0,204.0,258.0,12.0,77.63,181.28,4980.02,190.91,137.09,515.75,15.0,77.0,0.006774637,238.0,308.0,150.0,1225.0,396.0,6.0,130.0,940.0,49.0,493.0,87.0,128.0,40.0,6257.0,392.0,73.0,319.0,285.0,266.0
2,1802741125,Rucervus duvaucelii,26.680837,93.34899999999999,1,5.828243,128.0,21.0,1431.55,62.27,0.39,12.0,361.03,104868.0,104868.0,236.0,254.0,12.0,87.56,87.56,2607.34,140.77,144.05,583.0,191.0,49.0,0.00075507886,243.0,287.0,180.0,2362.0,439.0,11.0,82.0,1226.0,59.0,1215.0,59.0,100.0,45.0,4224.0,326.0,104.0,222.0,280.0,180.0
3,1671722130,Rucervus duvaucelii,22.368713,80.666583,1,4.882657,151.0,49.0,1693.08,78.71,-0.15,15.35,152.24,103662.0,103662.0,257.0,247.0,12.0,104.17,104.17,4127.11,201.83,118.15,582.0,112.0,67.0,0.02081203,240.0,303.0,178.0,1436.0,464.0,3.0,136.0,1151.0,37.0,158.0,37.0,133.0,41.0,4778.0,402.0,85.0,317.0,254.0,178.0
4,1580485666,Rucervus duvaucelii,26.575965000000004,93.00178000000001,1,4.298524,128.0,20.0,1412.45,55.98,0.3,11.7,313.87,102672.0,102672.0,232.0,248.0,12.0,86.69,86.69,2552.48,137.81,137.81,570.0,221.0,50.0,0.019899517,237.0,281.0,176.0,2013.0,384.0,10.0,84.0,1089.0,44.0,1089.0,44.0,99.0,45.0,4124.0,319.0,101.0,218.0,281.0,176.0
5,1580339270,Rucervus duvaucelii,22.411027999999998,80.608063,1,4.882657,151.0,49.0,1693.08,78.71,-0.15,15.35,152.24,103662.0,103662.0,257.0,247.0,12.0,104.17,104.17,4127.11,201.83,118.15,582.0,112.0,67.0,0.02081203,240.0,303.0,178.0,1436.0,464.0,3.0,136.0,1151.0,37.0,158.0,37.0,133.0,41.0,4778.0,402.0,85.0,317.0,254.0,178.0
6,919429217,Rucervus duvaucelii,23.41667,91.16667,1,4.8322535,136.0,18.0,1427.53,61.53,0.38,9.4,381.15,110394.0,110394.0,257.0,244.0,12.0,100.89,100.89,2035.73,131.62,121.73,636.0,142.0,50.0,0.0013613461,255.0,282.0,201.0,2300.0,475.0,2.0,88.0,1330.0,32.0,1190.0,32.0,92.0,45.0,3373.0,328.0,124.0,204.0,281.0,201.0
7,891113682,Rucervus duvaucelii,22.327913,80.71596,1,1.5580348,151.0,49.0,1636.63,78.04,-0.15,15.1,152.47,100710.0,100710.0,249.0,242.0,12.0,101.15,101.15,3968.51,194.65,114.37,565.0,112.0,67.0,0.023382504,233.0,296.0,173.0,1399.0,449.0,4.0,135.0,1115.0,35.0,157.0,35.0,128.0,41.0,4674.0,392.0,83.0,309.0,246.0,173.0
8,891090754,Rucervus duvaucelii,22.284098,80.460699,1,6.1581306,151.0,49.0,1726.56,78.78,-0.16,15.3,153.75,106272.0,106272.0,264.0,252.0,12.0,106.56,106.56,4208.55,205.87,120.08,601.0,112.0,67.0,0.0030352438,246.0,310.0,183.0,1458.0,486.0,3.0,137.0,1168.0,38.0,166.0,38.0,134.0,42.0,4790.0,409.0,91.0,318.0,260.0,183.0
9,891090701,Rucervus duvaucelii,22.24284,80.581285,1,5.4434056,151.0,49.0,1704.67,78.42,-0.14,15.3,157.15,105714.0,105714.0,261.0,253.0,12.0,105.41,105.41,4125.97,202.73,118.77,598.0,112.0,67.0,0.004145062,245.0,308.0,183.0,1471.0,491.0,3.0,137.0,1180.0,38.0,167.0,38.0,131.0,41.0,4718.0,406.0,92.0,314.0,257.0,183.0
