,gbif_id,taxon_name,decimal_latitude,decimal_longitude,occurrence,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,1879844266,Rupicapra pyrenaica,42.74994,1.2308299999999999,1,1.1416342,110.0,19.0,601.32,14.1,0.54,14.8,204.72,12504.0,4980.0,3.0,75.0,2.0,15.85,22.97,3224.87,84.06,70.92,-24.0,283.0,47.0,0.02281669,36.0,108.0,-27.0,1299.0,137.0,88.0,12.0,368.0,295.0,298.0,301.0,75.0,32.0,5373.0,165.0,-63.0,228.0,47.0,-22.0
1,1899950964,Rupicapra pyrenaica,42.419,2.217,1,4.8503075,108.0,14.0,584.1,19.41,0.55,14.55,209.88,12372.0,4986.0,8.0,78.0,2.0,15.94,82.38,3146.04,82.38,22.05,-13.0,411.0,47.0,0.023479497,36.0,110.0,-23.0,1292.0,132.0,81.0,13.0,360.0,285.0,285.0,309.0,70.0,31.0,5354.0,164.0,-57.0,221.0,11.0,110.0
2,1253446402,Rupicapra pyrenaica,42.505,1.692,1,1.4531889,110.0,19.0,548.1,5.66,0.6,14.7,223.52,7677.0,4344.0,-7.0,65.0,2.0,14.46,78.12,2998.63,78.12,63.79,-56.0,283.0,47.0,0.04044224,23.0,96.0,-36.0,1375.0,143.0,90.0,12.0,377.0,306.0,306.0,328.0,70.0,31.0,5321.0,150.0,-72.0,222.0,30.0,96.0
3,1253440726,Rupicapra pyrenaica,42.566,1.46,1,1.8587247,110.0,19.0,620.44,20.86,0.5,14.8,195.91,13800.0,9900.0,10.0,82.0,2.0,16.66,23.88,3301.62,86.31,73.16,-2.0,283.0,47.0,0.10546913,43.0,116.0,-20.0,1241.0,132.0,83.0,13.0,351.0,277.0,287.0,282.0,75.0,33.0,5415.0,172.0,-55.0,227.0,53.0,-16.0
4,1879827963,Rupicapra pyrenaica,42.83315,0.86165,1,3.213731,115.0,22.0,576.55,7.36,0.57,14.7,215.02,9639.0,4572.0,-1.0,67.0,2.0,15.07,80.9,3097.51,80.9,67.85,-44.0,307.0,47.0,0.040725812,28.0,100.0,-34.0,1348.0,141.0,91.0,12.0,380.0,305.0,305.0,319.0,74.0,32.0,5337.0,155.0,-71.0,226.0,39.0,100.0
5,1864031666,Rupicapra pyrenaica,42.81604,0.12905999999999998,1,1.3698766,139.0,21.0,522.59,0.0,0.63,14.5,233.26,6390.0,3726.0,-18.0,51.0,0.0,13.5,74.13,2826.1,74.13,60.7,-92.0,99.0,77.0,0.09959068,12.0,83.0,-48.0,1421.0,147.0,94.0,12.0,398.0,310.0,310.0,350.0,72.0,32.0,5189.0,135.0,-86.0,221.0,20.0,83.0
6,1899950831,Rupicapra pyrenaica,42.41,2.217,1,3.2228756,115.0,22.0,598.76,24.24,0.52,14.55,203.75,13380.0,7342.5,13.0,83.0,2.0,16.5,84.2,3207.53,84.2,22.74,3.0,307.0,47.0,0.07531378,41.0,115.0,-17.0,1257.0,129.0,78.0,13.0,351.0,279.0,279.0,297.0,70.0,31.0,5336.0,170.0,-51.0,221.0,16.0,115.0
7,1253449758,Rupicapra pyrenaica,42.477,1.486,1,2.3070712,115.0,22.0,739.67,18.69,0.28,15.5,153.77,32706.0,16936.5,39.0,112.0,4.0,20.45,29.99,3816.49,100.56,88.01,87.0,307.0,47.0,0.04033946,75.0,149.0,9.0,1029.0,114.0,65.0,17.0,305.0,211.0,256.0,213.0,81.0,34.0,5558.0,210.0,-27.0,237.0,89.0,16.0
8,1899941894,Rupicapra pyrenaica,42.659,0.6890000000000001,1,2.371785,133.0,7.0,535.97,0.0,0.62,14.7,227.1,7002.0,4026.0,-13.0,58.0,0.0,13.96,76.03,2904.08,76.03,62.45,-77.0,126.0,47.0,0.07869378,17.0,89.0,-44.0,1399.0,147.0,93.0,12.0,394.0,310.0,310.0,334.0,72.0,32.0,5316.0,142.0,-81.0,223.0,26.0,89.0
9,1253453048,Rupicapra pyrenaica,42.576,1.6059999999999999,1,5.8367915,115.0,22.0,588.3,14.84,0.55,14.75,207.81,12096.0,4908.0,5.0,75.0,2.0,15.63,22.25,3172.71,82.87,68.93,-23.0,307.0,47.0,0.033104304,34.0,108.0,-27.0,1301.0,137.0,86.0,12.0,362.0,296.0,296.0,302.0,73.0,32.0,5384.0,163.0,-62.0,225.0,43.0,-24.0
