,gbif_id,taxon_name,decimal_latitude,decimal_longitude,occurrence,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,1436984390,Tragelaphus imberbis,-2.983333,38.516667,1,3.3871553,132.0,64.0,1750.97,65.48,-0.44,4.45,212.64,107946.0,107946.0,275.0,210.0,12.0,121.45,121.45,1937.46,167.42,145.25,655.5,43.0,68.0,0.007104303,250.0,265.0,230.0,984.0,201.0,17.0,76.0,412.0,65.0,189.0,65.0,111.0,71.0,1415.0,331.0,176.0,155.0,259.0,230.0
1,1134962914,Tragelaphus imberbis,-2.929051,38.270472,1,2.2073147,158.0,16.0,1740.91,61.46,-0.55,4.5,163.7,104274.0,104274.0,267.0,200.0,12.0,119.61,119.61,2025.76,167.44,155.78,629.0,80.0,49.0,0.0096307015,241.0,257.0,220.0,780.0,164.0,9.0,83.0,329.0,35.0,163.0,35.0,114.0,71.0,1455.0,326.0,166.0,160.0,246.0,220.0
2,923647123,Tragelaphus imberbis,-3.225529,37.987289000000004,1,4.983817,158.0,16.0,1674.88,67.84,-0.62,4.6,130.88,96588.0,96588.0,246.0,180.0,12.0,112.12,112.12,2212.2,163.72,136.56,574.0,80.0,49.0,0.00860134,223.0,240.0,201.0,632.0,137.0,6.0,81.0,286.0,27.0,162.0,27.0,115.0,70.0,1549.0,312.0,149.0,163.0,231.0,201.0
3,1913609527,Tragelaphus imberbis,0.36351999999999995,37.37553,1,6.077292,130.0,40.0,2035.01,67.56,-0.62,2.1,134.94,96876.0,96876.0,297.0,146.0,12.0,156.94,156.94,1233.66,182.11,167.05,583.0,121.0,64.0,0.016212726,224.0,232.0,217.0,779.0,171.0,12.0,84.0,338.0,36.0,279.0,36.0,171.0,87.0,675.0,326.0,131.0,195.0,221.0,217.0
4,1831181714,Tragelaphus imberbis,-2.657362,37.221028999999994,1,0.058425527,136.0,37.0,1663.13,66.1,-0.6,4.4,135.84,92412.0,92412.0,238.0,167.0,12.0,112.49,123.62,2133.56,162.19,134.87,544.0,114.0,76.0,0.00046201673,214.0,229.0,192.0,670.0,151.0,4.0,80.0,310.0,17.0,191.0,24.0,120.0,71.0,1438.0,305.0,138.0,167.0,221.0,195.0
5,1913609557,Tragelaphus imberbis,1.02492,37.99476,1,0.72920793,165.0,23.0,2055.78,77.72,-0.78,2.4,84.0,105516.0,105516.0,309.0,174.0,12.0,159.25,159.25,1147.99,183.44,175.88,643.0,179.0,77.0,0.005784874,244.0,253.0,234.0,458.0,129.0,1.0,110.0,212.0,5.0,194.0,5.0,158.0,86.0,743.0,339.0,156.0,183.0,251.0,234.0
6,1913609508,Tragelaphus imberbis,0.60419,38.2477,1,1.1353498,130.0,40.0,2025.77,74.73,-0.75,2.65,94.5,104940.0,104940.0,305.0,176.0,12.0,156.59,156.59,1163.65,180.73,166.72,638.5,121.0,64.0,0.0113841165,243.0,252.0,231.0,512.0,153.0,1.0,118.0,259.0,3.0,206.0,3.0,155.0,85.0,818.0,336.0,154.0,182.0,242.0,231.0
7,1913609514,Tragelaphus imberbis,0.40913,37.32928,1,1.1745961,118.0,26.0,1812.96,65.76,-0.52,2.0,157.78,82422.0,82422.0,255.0,114.0,12.0,136.94,136.94,1265.89,164.73,148.89,477.0,146.0,47.0,0.06836852,191.0,198.0,183.0,873.0,190.0,17.0,77.0,392.0,63.0,263.0,63.0,161.0,85.0,661.0,290.0,101.0,189.0,189.0,183.0
8,1913609524,Tragelaphus imberbis,1.04395,37.25625,1,4.4198685,128.0,37.0,1929.13,68.62,-0.61,2.35,130.1,87570.0,87570.0,271.0,124.0,12.0,146.56,146.56,1179.33,174.28,167.17,518.5,107.0,55.0,0.010443095,203.0,211.0,193.0,746.0,193.0,6.0,91.0,367.0,22.0,315.0,22.0,171.0,87.0,721.0,306.0,111.0,195.0,211.0,193.0
9,923591624,Tragelaphus imberbis,-3.3153330000000003,37.695122,1,2.9831758,148.0,40.0,1691.32,64.92,-0.57,4.65,147.15,96426.0,96426.0,245.0,178.0,12.0,111.78,124.08,2385.87,166.48,136.36,571.5,221.0,57.0,0.009753359,223.0,241.0,200.0,728.0,182.0,11.0,82.0,379.0,33.0,195.0,40.0,118.0,70.0,1622.0,314.0,147.0,167.0,230.0,202.0
